BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,812,1920,1,A1,390000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,812,1920,1,B3,360500
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,812,1930,1,A1,299130
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,812,1935,1,A6,240000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,815,1940,1,A9,325000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11413,1,0,815,1940,1,A2,850000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11413,1,0,816,1935,1,A2,300000
5,ANNADALE,22 STORE BUILDINGS                         ,10312,0,1,816,1955,4,K1,200000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,816,1988,1,A5,255000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,816,1955,1,A2,212000
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,816,1955,1,A2,437000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,816,1950,1,A2,375000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,816,1950,1,A2,495000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,817,1950,1,A2,195000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,820,1950,1,A5,355000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,820,1940,1,A2,365000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,820,1930,1,A2,299000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,826,1920,1,A1,342000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,826,1920,1,A1,500000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,826,1920,1,A1,345000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,826,1920,1,A1,385000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11413,1,0,828,2009,1,A5,410000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,828,1930,1,A2,325000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,828,1925,1,A6,140990
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,828,1925,1,A6,396956
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS                    ,10314,1,0,828,1935,1,A2,350000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11426,1,0,832,1950,1,A2,425000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11426,1,0,832,1950,1,A2,497500
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,832,1986,1,A5,230000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10304,1,0,832,1940,1,A2,450000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,832,1990,1,A5,343500
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,832,1989,1,A5,315000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,832,1990,1,A5,295000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,832,1920,1,A2,475000
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS                    ,10314,1,0,832,1930,1,A2,350000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,836,1965,1,A2,168333
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,836,1965,1,A2,168333
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,836,1950,1,A2,520000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,837,1955,1,A2,355000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,837,1960,1,A2,425000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,840,1925,1,A1,338000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11411,1,0,840,1960,1,A0,170000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,840,1945,1,A2,405000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,840,1920,1,A1,430000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,840,1925,1,A1,247500
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,840,1920,1,A1,350000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,840,1930,1,A9,175000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1930,1,A1,499000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1925,1,A1,425000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1925,1,A1,450000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1925,1,A1,466000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1925,1,A1,266700
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1925,1,A1,225000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1925,1,A1,370000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,840,1901,1,A1,490000
4,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,11357,1,0,840,1940,1,A5,670000
5,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS                    ,10304,1,0,840,1950,1,A2,540000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10304,1,0,840,1950,1,A2,390000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,840,1950,1,A2,460000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,840,1915,1,A1,309000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,840,2002,1,A5,320000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,840,1950,1,A2,475000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,840,1940,1,A2,347000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,840,1945,1,A0,550000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,840,1955,1,A0,490000
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS                    ,10314,2,0,840,1950,1,A1,712673
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,840,1955,1,A2,450000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,843,1930,1,A2,440000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,844,1930,1,A1,273500
5,ROSSVILLE-CHARLESTON,01 ONE FAMILY DWELLINGS                    ,10309,1,0,844,1930,1,A2,500000
5,TOMPKINSVILLE,02 TWO FAMILY DWELLINGS                    ,10301,2,0,844,1942,1,B2,250000
5,TOMPKINSVILLE,02 TWO FAMILY DWELLINGS                    ,10301,2,0,844,1942,1,B2,250000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,848,1930,1,A1,439000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,848,1945,1,A2,465000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,848,1965,1,A2,370000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,850,1960,1,A2,550000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,850,1960,1,A2,105553
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,850,1925,1,A2,427500
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,850,1935,1,A6,1162
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,850,1930,1,A2,550000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11413,1,0,853,1935,1,A2,760000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,854,1925,1,A1,416000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,854,1925,1,A1,125000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,854,1925,1,A1,598354
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,855,1930,1,A1,460000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,855,1930,1,A1,180000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,855,1920,1,A1,460000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,855,1920,1,A1,235000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,855,1910,1,A1,447500
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,856,1940,1,A2,415000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,858,1920,1,A1,380000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11418,1,0,860,1915,1,A5,412000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,860,1920,1,A2,453200
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,860,1960,1,A2,570000
5,ARROCHAR-SHORE ACRES,01 ONE FAMILY DWELLINGS                    ,10305,1,0,864,1915,1,A1,150000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10304,1,0,864,1950,1,A2,500000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,864,1986,1,A5,329000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,864,1986,1,A5,359900
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,864,1986,1,A5,250000
5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,10304,1,0,864,1930,1,A2,320000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,864,1950,1,A2,584000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,864,1950,1,A2,630000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,864,1955,1,A2,529900
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,864,1960,1,A2,350000
5,SILVER LAKE,01 ONE FAMILY DWELLINGS                    ,10301,1,0,864,1960,1,A2,428400
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,864,1899,1,A1,370000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,864,1899,1,A1,341000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,864,1955,1,A2,510000
5,WILLOWBROOK,02 TWO FAMILY DWELLINGS                    ,10314,2,0,864,1955,1,B3,480000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,865,1940,1,A9,150000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,865,1940,1,A9,443000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,866,1986,1,A1,260000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,866,1955,1,A1,490000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,868,1925,1,A5,325000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,868,1925,1,A5,342500
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,868,1925,1,A5,270000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,868,1915,1,A1,375000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,868,1920,1,A1,485000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,868,1920,1,A1,285000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,868,1920,1,A1,439000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,868,1930,1,A1,330000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,868,1920,1,A1,430000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,868,1920,1,A1,295000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,868,1925,1,A1,445000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,868,1925,1,A1,116000
5,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS                    ,10304,1,0,868,1960,1,A2,500000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,868,1935,1,A2,193000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10302,1,0,869,1945,1,A2,540000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,870,1925,1,A1,260000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,870,1930,1,A1,230000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,870,1930,1,A6,332000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,871,1925,1,A1,170000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,871,1935,1,A2,640000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,872,1920,1,A1,405000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,872,1940,1,A1,295000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,872,1920,1,A1,325000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,872,1920,1,A1,80000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,872,1950,1,A2,515000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,874,1960,1,A2,445000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,874,1960,1,A2,310000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,875,1930,1,A6,222566
5,PORT IVORY,01 ONE FAMILY DWELLINGS                    ,10303,1,0,875,1920,1,A9,305000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,876,1925,1,A1,429300
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,876,1925,1,A1,380000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,876,1930,1,A1,310000
5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,10312,1,0,876,1965,1,A2,550000
5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,10303,2,0,877,1946,1,B2,420000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,879,1930,1,A0,485000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,879,1920,1,A2,305000
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,11374,1,0,880,1930,1,A5,250000
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,880,1940,1,A5,425000
5,CONCORD,02 TWO FAMILY DWELLINGS                    ,10304,2,0,880,1940,1,B3,227000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,880,1965,1,A2,358000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10305,1,0,880,1955,1,A2,615000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10305,1,0,880,1960,1,A2,495000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,880,1960,1,A2,570000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,880,1955,1,A0,649000
5,MIDLAND BEACH,02 TWO FAMILY DWELLINGS                    ,10306,2,0,880,1945,1,B9,326300
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,880,1986,1,A5,425000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,880,1986,1,A9,312000
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,880,1989,1,A9,310000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,882,1930,1,A1,184500
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,882,1930,1,A1,230000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,882,1925,1,A1,405000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,882,1915,1,A1,416000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,882,1915,1,A1,250000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,882,1930,1,A1,240000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,882,1925,1,A6,270000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11413,1,0,884,1925,1,A1,305000
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,884,1950,1,A2,518000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,884,1975,1,A2,490000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10306,1,0,884,1955,1,A2,207000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,884,1955,1,A2,271727
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,884,1945,1,A2,315000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,886,1940,1,A1,270000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,888,1965,1,A2,520000
5,OAKWOOD,01 ONE FAMILY DWELLINGS                    ,10306,1,0,888,1960,1,A2,570000
5,OAKWOOD,01 ONE FAMILY DWELLINGS                    ,10306,1,0,888,1960,1,A2,244000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,891,1920,1,A2,860000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,891,1945,1,A2,280000
5,ARROCHAR,01 ONE FAMILY DWELLINGS                    ,10305,1,0,892,2016,1,A5,595000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10305,1,0,892,1959,1,A2,559000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,896,1915,1,A9,290000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1920,1,A1,190000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1925,1,A1,214000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1925,1,A1,335000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1925,1,A1,200000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1925,1,A1,309300
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1940,1,A5,348000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1925,1,A1,445000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1920,1,A1,419000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,896,1920,1,A1,170000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1920,1,A1,400000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1920,1,A1,420000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1920,1,A1,363388
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1925,1,A1,350000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1925,1,A1,345000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1925,1,A1,312000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1925,1,A1,280000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1925,1,A1,410000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,896,1920,1,A1,365000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,896,1915,1,A1,304000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,896,1960,1,A1,470000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,896,1925,1,A1,410000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,896,1930,1,A1,355000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,896,1950,1,A5,340000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,896,1950,1,A5,375000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,896,1899,1,A1,271959
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,896,1925,1,A1,300000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,897,1920,1,A1,334750
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11411,1,0,900,1945,1,A0,400000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,900,1920,1,A1,475000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,900,1950,1,A2,485000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11413,1,0,900,1950,1,A2,380000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11413,1,0,900,1950,1,A2,250000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,900,1945,1,A2,815000
4,SO. JAMAICA-BAISLEY PARK,22 STORE BUILDINGS                         ,11434,0,1,900,1931,4,K1,210000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,900,1920,1,A1,317000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,900,1931,1,B2,730000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,900,1940,1,A5,210000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,900,1940,1,A5,355000
4,ST. ALBANS,22 STORE BUILDINGS                         ,11412,0,1,900,1932,4,K1,264745
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,900,1950,1,A2,480000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,900,1950,1,A2,375000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,900,2002,1,A5,280000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,900,2002,1,A5,300000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,900,2002,1,A5,388841
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,900,2002,1,A5,360000
