BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1261,1920,1,A1,290000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1262,1925,1,A2,263500
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1262,1989,1,A5,346000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1263,1935,1,A2,369000
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1264,1925,1,B3,440500
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1264,1925,1,B3,147000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1264,1925,1,A1,567500
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,1264,1925,1,A1,535000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,1264,1925,1,A1,327100
4,REGO PARK,02 TWO FAMILY DWELLINGS                    ,11374,2,0,1264,1935,1,B3,765000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11418,1,0,1264,1930,1,A1,520000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1264,1920,1,A1,408000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1264,1920,1,A1,255000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11419,2,0,1264,1920,1,B3,425808
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,1264,1920,1,A1,433500
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,1264,1930,1,A1,220000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,1264,1930,1,A1,471700
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1264,1930,1,B3,385000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1264,1920,1,B3,450000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1264,1925,1,A1,455000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1264,1940,1,A1,500000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1264,1940,1,A1,268800
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1264,1925,1,A1,435000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1264,1925,1,A1,230000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1264,1925,1,A1,430000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1264,1920,1,A1,525000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1264,1930,1,A1,450000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1264,1930,1,A1,570000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1264,1925,1,A1,564000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1264,1925,1,A1,310000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1264,1920,1,B2,570000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1264,1930,1,B3,605000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1264,1920,1,A1,271000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1264,1920,1,A1,550000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1264,1920,1,A1,348000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1264,1960,1,A2,640000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1264,1940,1,A1,559000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1264,1925,1,A1,414500
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1264,1920,1,A1,266271
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11412,2,0,1265,1920,1,B3,418000
4,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,11357,1,0,1266,1950,1,A5,785000
5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,10301,2,0,1266,1920,1,B2,300000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1266,1901,1,A1,450000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1266,1901,1,A1,360000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1267,2001,1,A5,410000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1268,1930,1,A1,390000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11417,1,0,1268,1920,1,A1,380000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1268,1930,1,A2,295000
5,ROSEBANK,02 TWO FAMILY DWELLINGS                    ,10305,2,0,1268,1920,1,B3,190000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1268,1927,1,A1,385000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1270,1930,1,A1,460000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1270,1992,1,A5,389000
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1270,1992,1,A5,352500
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1272,1925,1,A1,390000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1272,1930,1,A1,300000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1272,1925,1,A1,360000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1272,1930,1,A1,550000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1272,2005,1,A5,470000
5,EMERSON HILL,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1272,1975,1,A5,520000
5,GRYMES HILL,02 TWO FAMILY DWELLINGS                    ,10304,2,0,1272,1925,1,B3,298485
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,1273,1925,1,A1,185000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11413,1,0,1273,1925,1,A1,512000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1273,1930,1,A1,490000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1273,1930,1,A1,195000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1273,1991,1,A5,409000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1274,1920,1,A1,245000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1274,1920,1,A1,510000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1274,1920,1,A1,205000
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1274,1980,1,A5,592000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1275,1930,1,A2,560000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1275,1950,1,A0,730000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1275,1950,1,A0,650000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1275,1997,1,A5,539000
4,RIDGEWOOD,01 ONE FAMILY DWELLINGS                    ,11385,1,0,1276,1935,1,A5,740000
4,RIDGEWOOD,01 ONE FAMILY DWELLINGS                    ,11385,1,0,1276,1935,1,A5,800000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1276,2010,1,A5,360000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1276,1944,1,A1,575000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1276,1925,1,A1,420000
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1277,1945,1,B3,351000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1277,1950,1,A1,581000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1278,1935,1,A5,505000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1278,1935,1,A5,500000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1278,1935,1,A5,485000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1278,1945,1,B3,770000
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1280,1940,1,B3,586000
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1280,1940,1,B3,635000
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1280,1930,1,B2,25000
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1280,1945,1,B1,603000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,1280,1920,1,A1,470000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1280,1930,1,A1,515000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1280,1930,1,A1,410000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11427,1,0,1280,1920,1,A1,567000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,1280,1935,1,A1,535000
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,11428,2,0,1280,1930,1,B3,525000
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,11427,2,0,1280,1920,1,B3,575000
4,REGO PARK,02 TWO FAMILY DWELLINGS                    ,11374,2,0,1280,1929,1,B3,918000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11418,1,0,1280,1925,1,A1,510000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11418,1,0,1280,1920,1,A1,435000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11416,1,0,1280,1920,1,A1,460000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11416,1,0,1280,1910,1,A1,435000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1280,1920,1,A9,445000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1280,1930,1,A1,555555
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11417,1,0,1280,1920,1,A1,499887
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1280,1920,1,A1,540000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11419,2,0,1280,1920,1,B3,560000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1280,1920,1,B3,530000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11413,1,0,1280,1940,1,A5,265000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,1280,1955,1,A2,160000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,1280,1935,1,A1,499999
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1920,1,A1,363400
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1925,1,A1,495000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1925,1,A1,380000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1925,1,A1,400000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1925,1,A1,440000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1925,1,A1,525000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1925,1,A1,255000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1280,1920,1,A5,415000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1280,1920,1,A5,400000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1280,1940,1,A5,305000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1280,1940,1,A5,147250
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1280,1925,1,A1,35000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11435,2,0,1280,1920,1,B3,579900
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11435,2,0,1280,1940,1,B3,455000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1930,1,A1,378000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1925,1,A1,550000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1930,1,A1,570000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1930,1,A1,530000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1920,1,A1,505000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1925,1,A1,530000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1925,1,A1,240000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1935,1,A1,529000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1925,1,A1,405000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1280,1925,1,A1,585000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1280,1925,1,B3,337250
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1280,1930,1,B3,525000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1280,1920,1,B3,553800
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1280,1945,1,B3,610000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1932,1,A5,450000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1920,1,A1,530000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1280,1920,1,A1,270000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1280,1950,1,A5,455000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1280,1932,1,B3,610000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1280,1932,1,B3,250000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1280,1930,1,A1,415000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1280,1930,1,A1,370000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1280,1930,1,A1,499999
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1280,1935,1,A5,410000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1280,1935,1,A5,435000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1280,1935,1,A1,445000
4,SUNNYSIDE,02 TWO FAMILY DWELLINGS                    ,11377,2,0,1280,1930,1,B3,825000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1280,1915,1,A1,490000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1280,1920,1,A1,260000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1280,1978,1,A9,525000
5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,10314,2,0,1280,1978,1,B9,540000
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1280,1930,1,A1,390000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1280,1899,1,A1,335000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1280,1965,1,A5,460000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1280,1960,1,A5,480000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1280,1965,1,A5,475000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1280,1973,1,A9,455000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1280,1965,1,A5,475000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1280,1977,1,A5,575000
5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,10308,2,0,1280,2003,1,B9,233000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1280,2003,1,A5,369000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1280,1965,1,A9,355000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1280,1994,1,A5,585000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1280,1935,1,A2,450000
5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,10301,2,0,1280,1920,1,B2,367710
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1280,1976,1,A5,480000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1280,2008,1,A5,535000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1280,1930,1,A1,345000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1280,1997,1,A5,370000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1280,2003,1,A5,585000
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1280,1925,1,A1,435000
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1280,1925,1,A1,260000
5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1280,1997,1,A5,420000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,1280,1996,1,A5,525000
5,TRAVIS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1280,2003,1,A5,396500
5,TRAVIS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1280,2003,1,A5,400000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1280,1950,1,A2,594000
5,NEW DORP,02 TWO FAMILY DWELLINGS                    ,10306,2,0,1281,1950,1,B2,311000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1281,1905,1,A1,469000
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1282,1990,1,A5,180000
5,NEW DORP,02 TWO FAMILY DWELLINGS                    ,10306,2,0,1283,1925,1,B3,600000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1284,1920,1,A1,545000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1284,1920,1,A1,450000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1284,1920,1,B3,540000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1284,1930,1,A1,334950
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1284,1930,1,A1,335000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1284,1925,1,A1,215000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1284,1910,1,A5,445500
4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,11421,2,0,1284,1920,1,B3,520000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1284,1930,1,A1,249000
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1284,1901,1,A1,280000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,1286,1945,1,A2,429000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11413,1,0,1286,1935,1,A2,396000
5,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1286,1950,1,A1,890968
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,1288,1920,1,A1,540000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,1288,1925,1,A1,465000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1288,1925,1,A1,360000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1288,1925,1,A1,136000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1288,1960,1,A5,435000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1288,1925,1,B3,380000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1288,1935,1,A1,458000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1288,1945,1,A2,407000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1288,1901,1,A9,558000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1288,1920,1,A1,568000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1288,1978,1,A9,420000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1288,1975,1,A9,474000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1288,1955,1,A5,350000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1288,1955,1,A5,330000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1288,2006,1,A5,521000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1288,1960,1,A2,545000
5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1288,1960,1,A2,475000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1288,1995,1,A5,442900
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1288,1975,1,A5,505000
5,PORT IVORY,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1288,1992,1,A5,240000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1288,1955,1,A5,293080
5,PRINCES BAY,02 TWO FAMILY DWELLINGS                    ,10309,2,0,1288,2016,1,B2,885876
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1288,1930,1,A5,504237
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1289,2015,1,A5,420810
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1290,1910,1,A1,430000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11419,2,0,1290,1920,1,B3,532000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1290,1920,1,A2,225000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1290,1950,1,A2,537000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1290,1950,1,A2,300000
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,11421,1,0,1290,1920,1,A5,540000
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1290,1935,1,A2,490000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1290,1930,1,A1,580000
5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,10308,2,0,1290,2004,1,B9,580000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1290,1990,1,A5,378000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1290,2005,1,A5,555000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1290,1910,1,A1,376000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1290,2002,1,A5,399504
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1291,1930,1,A1,450000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1292,1920,1,A1,275000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1292,1950,1,A5,450000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1292,1950,1,A5,275134
4,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,11357,1,0,1292,1930,1,A1,740000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1292,1977,1,A2,290000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1292,1960,1,A9,500000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1292,1970,1,A5,467000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1292,1980,1,A5,465000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1292,1980,1,A5,435000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1292,1965,1,A9,423000
5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1292,1960,1,A9,420000
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1292,1986,1,A5,386000
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1292,1986,1,A5,350000
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1292,1986,1,A5,366000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1292,1920,1,A1,600000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1292,1970,1,A9,419000
